candle_begin_time,open,high,low,close,volume,signal,pos,equity_change,equity_curve
2018/9/20 15:00,211.06,212.2,209.16,210.48,16010.21455,,1,-0.006382784,2421.81795
2018/9/20 16:00,210.53,211.25,209.67,210.83,5677.802033,,1,0.003876422,2431.20594
2018/9/20 17:00,210.84,211.34,208.35,208.61,10153.4929,,1,-0.02449265,2371.659264
2018/9/20 18:00,208.6,210.16,208.14,209.95,5323.500359,,1,0.015155039,2407.601852
2018/9/20 19:00,209.95,211.66,209.3,210.42,7487.222727,,1,0.005236218,2420.208581
2018/9/20 20:00,210.43,212.03,207,208.94,24991.13467,,1,-0.016402629,2380.510797
2018/9/20 21:00,208.99,215,207.93,214,28083.17893,,1,0.057014446,2516.234301
2018/9/20 22:00,214,225.14,212.06,224.3,88594.61207,,1,0.109797055,2792.509416
2018/9/20 23:00,224.3,230,222,225,107209.9588,,1,0.006723694,2811.285395
2018/9/21 0:00,225,227.7,221.23,223.8,50850.28969,,1,-0.011449351,2779.098003
2018/9/21 1:00,223.83,224.02,221.61,222.29,22180.55395,,1,-0.014573962,2738.595535
2018/9/21 2:00,222.3,226.05,221.94,224.76,19092.3528,,1,0.024192102,2804.847917
2018/9/21 3:00,224.76,225.24,222.66,222.91,16200.32022,,1,-0.017691594,2755.225687
2018/9/21 4:00,222.91,223.71,221.6,222.6,5692.66038,,1,-0.003017929,2746.910611
2018/9/21 5:00,222.6,222.6,221.65,222.04,7279.77055,,1,-0.005468246,2731.889828
2018/9/21 6:00,222.04,225.01,222.04,223.78,18025.48883,,1,0.017084041,2778.561546
2018/9/21 7:00,223.78,228,223.38,226.506165,32949.88245,,1,0.026317017,2851.684999
2018/9/21 8:00,226.506165,231.76,225.12,226.72,49110.79757,,1,0.002011323,2857.420657
2018/9/21 9:00,226.72,227.49,224.23,226.07,27899.11678,,1,-0.0061016,2839.98582
2018/9/21 10:00,225.82,226.8,224.4812626,226.5,18036.05195,,1,0.004061223,2851.519635
